x,y,z
94,20,0.17661322082829045
82,37,-0.3207010463901736
43,13,-1.5791608633401637
78,42,-0.12918176158773187
50,28,0.06193013878439768
20,74,-1.6374827765933684
71,88,-1.858503546615741
7,9,-2.2898204111891904
24,69,-1.3764931871575385
77,28,-0.51886478030234
71,17,-1.1181432792909387
29,74,-0.748229238419845
49,59,-0.6779915431776902
100,12,0.6980337958864397
5,52,-1.8623145942239685
16,82,-1.525733702020418
16,17,-2.235361716564011
88,58,-0.9473674557929835
52,49,-0.6218424486113452
63,85,-0.7137101006679549
26,13,-2.233203327988773
19,36,-2.7690793642446856
36,79,0.0885996449094657
57,97,-1.2891444652552995
62,99,-1.6955816715574992
32,30,-1.636720746148537
39,59,-0.6014147884625802
29,90,-0.3405554569305569
99,32,-1.0648224187732502
44,6,-1.780445089380506
43,58,-0.707720879391547
85,39,-0.2971655349137281
70,54,-0.562919352659155
91,79,-1.9355653555392103
72,73,-0.8608591121279774
26,14,-2.1637093061703965
74,27,-0.6562635968364894
95,81,-1.9809567707197226
57,64,-0.38711158283427416
91,89,-1.87401068011749
16,15,-2.2566753026598363
43,64,-0.18779952749791776
51,23,-0.24391077717583054
48,15,-1.0182932663054767
44,62,-0.3916939427844982
89,87,-1.9013742125644497
75,44,-0.12259321072147955
28,60,-1.2435869570024023
40,15,-1.6411211195497688
93,11,0.9901342952119029
15,63,-1.8971163726900049
88,29,-0.3906580021712931
2,23,-2.297950025708991
46,96,-0.5177499765223532
65,3,-0.6385024731290623
88,37,-0.43989363732161757
65,95,-1.615015156438801
41,7,-2.066419299383491
25,80,-1.1585321573984553
21,27,-2.3369205465026006
91,12,0.8747629151859433
32,81,-0.3357578212761244
65,83,-0.7916270264730879
72,27,-0.7166782020050888
31,80,-0.4456177296618178
34,77,-0.09253809790344958
75,52,-0.4944770605931659
83,57,-0.8842660134072124
53,54,-0.688018526555087
5,48,-1.9007745541601544
63,37,-0.036396820195912394
52,88,-0.11755753250379702
52,80,0.26083445224418955
88,59,-1.0235448405655787
82,40,-0.21308806967593508
88,97,-2.192149582082118
16,39,-2.57650062187516
50,30,0.08647437324546103
94,10,1.0438097256819132
32,38,-1.7634540702631607
44,24,-0.5655178353752265
49,69,0.10714984406004735
80,28,-0.4022423169385094
44,97,-0.3529837795434546
9,72,-1.493369502775304
62,83,-0.43023196900276084
55,87,-0.13966611700693143
73,88,-2.001203548269883
74,77,-1.2379156042029587
41,10,-1.9249687471386818
80,70,-1.1829197791574524
84,91,-2.0139814304259325
19,41,-2.648833447808755
74,95,-2.144917804214962
53,77,0.33511688709641435
77,71,-1.0958441907152565
26,80,-1.0484840863497462
60,29,-0.15746426177681877
87,66,-1.4554380448773045
49,26,-0.05826749235010553
58,7,-0.47144621640817697
83,34,-0.39094849493512274
98,71,-1.9237550851324507
19,33,-2.724482730994292
69,37,-0.19617085984139937
77,16,-0.6982227690277982
17,5,-2.679609599992811
12,3,-2.393815880403184
36,10,-2.200362886449826
60,92,-0.9653420438677074
87,26,-0.22706606640650318
42,88,-0.017394586984581628
95,68,-1.7949386705859134
26,73,-1.1494570516013114
75,87,-2.0476740998248477
8,72,-1.453241687219668
72,38,-0.2239143636791041
91,53,-0.5343666751715851
17,43,-2.470978552057021
78,44,-0.11886190567323107
47,80,0.29971188155784123
44,90,-0.14506121193081833
14,73,-1.6464001409249398
1,99,0.8621365077720762
89,52,-0.517258377611627
44,88,-0.0363550476333383
56,6,-0.4356724214414587
70,64,-0.7483161345237008
40,85,0.11266127425524186
46,21,-0.6348481212770275
41,39,-0.9151652582357036
45,93,-0.32709656867469084
8,46,-1.956116172182285
29,41,-2.0518284286335646
32,98,0.5108174703489414
80,100,-2.3718975366467783
65,94,-1.558318900246572
26,63,-1.3136947673080608
49,6,-1.0853779497566807
56,48,-0.4746929723443394
22,92,-0.050939348864365686
56,35,0.10521867373159269
66,26,-0.6878157094089083
48,67,-0.04724092238592936
100,75,-1.9502445541949465
81,75,-1.380494282386387
33,49,-1.37446193234031
27,99,0.7820546540086415
85,68,-1.397462150202891
82,71,-1.2858483945142325
80,82,-1.8152881183906717
65,13,-1.0749494112946858
96,76,-2.071341870001821
2,74,-1.1474806263319375
85,31,-0.3949454326592716
4,33,-2.0216392960998353
67,50,-0.3776767866561772
55,83,0.09336374628318461
15,38,-2.5498408545196662
71,100,-2.124660532422709
83,1,0.00753106904473122
88,45,-0.29848335196099796
39,95,-0.017715934399532784
25,6,-2.7799209048687734
100,49,-0.8099195511680906
44,86,0.07335949065343661
18,92,-0.02618846088130722
89,36,-0.49680436983084364
7,35,-2.087743834816001
63,46,-0.21817431581240973
22,84,-1.1700386981447077
68,34,-0.3061988541921356
96,11,1.0078034603595811
87,38,-0.38175987635970254
29,79,-0.6963000891333997
83,59,-0.981709233461278
82,99,-2.3483083534752787
65,17,-1.0499038793943516
11,54,-2.0803785700683717
70,100,-2.0839131681963616
89,27,-0.3176001715557155
59,70,0.055612810840010185
57,19,-0.6883903772704523
14,47,-2.1729197642131926
77,1,-0.5267518387415159
64,6,-0.7333618231393997
81,29,-0.3902969453115981
78,97,-2.2302849940746485
98,48,-0.7387425066645357
13,16,-2.2739593266738316
53,92,-0.5402081195779718
82,7,-0.2123184354314288
6,56,-1.8080489427304802
15,51,-2.2052121688938855
90,76,-1.8663876215638298
24,11,-2.417109991316271
70,15,-1.1805092648280848
42,82,0.2630835801096074
88,40,-0.373680890383314
85,88,-1.9428871090998012
