x,y,z
94,20,0.17661322082829045
82,37,-0.3207010463901736
43,13,-1.5791608633401637
78,42,-0.12918176158773187
50,28,0.06193013878439768
20,74,-1.6374827765933684
71,88,-1.858503546615741
7,9,-2.2898204111891904
24,69,-1.3764931871575385
77,28,-0.51886478030234
71,17,-1.1181432792909387
29,74,-0.748229238419845
49,59,-0.6779915431776902
100,12,0.6980337958864397
5,52,-1.8623145942239685
16,82,-1.525733702020418
16,17,-2.235361716564011
88,58,-0.9473674557929835
52,49,-0.6218424486113452
63,85,-0.7137101006679549
26,13,-2.233203327988773
19,36,-2.7690793642446856
36,79,0.0885996449094657
57,97,-1.2891444652552995
62,99,-1.6955816715574992
32,30,-1.636720746148537
39,59,-0.6014147884625802
29,90,-0.3405554569305569
99,32,-1.0648224187732502
44,6,-1.780445089380506
43,58,-0.707720879391547
85,39,-0.2971655349137281
70,54,-0.562919352659155
91,79,-1.9355653555392103
72,73,-0.8608591121279774
26,14,-2.1637093061703965
74,27,-0.6562635968364894
95,81,-1.9809567707197226
57,64,-0.38711158283427416
91,89,-1.87401068011749
16,15,-2.2566753026598363
43,64,-0.18779952749791776
51,23,-0.24391077717583054
48,15,-1.0182932663054767
44,62,-0.3916939427844982
89,87,-1.9013742125644497
75,44,-0.12259321072147955
28,60,-1.2435869570024023
40,15,-1.6411211195497688
93,11,0.9901342952119029
15,63,-1.8971163726900049
88,29,-0.3906580021712931
2,23,-2.297950025708991
46,96,-0.5177499765223532
65,3,-0.6385024731290623
88,37,-0.43989363732161757
65,95,-1.615015156438801
41,7,-2.066419299383491
25,80,-1.1585321573984553
21,27,-2.3369205465026006
91,12,0.8747629151859433
32,81,-0.3357578212761244
65,83,-0.7916270264730879
72,27,-0.7166782020050888
31,80,-0.4456177296618178
34,77,-0.09253809790344958
75,52,-0.4944770605931659
83,57,-0.8842660134072124
53,54,-0.688018526555087
5,48,-1.9007745541601544
63,37,-0.036396820195912394
52,88,-0.11755753250379702
52,80,0.26083445224418955
88,59,-1.0235448405655787
82,40,-0.21308806967593508
88,97,-2.192149582082118
16,39,-2.57650062187516
50,30,0.08647437324546103
94,10,1.0438097256819132
32,38,-1.7634540702631607
44,24,-0.5655178353752265
49,69,0.10714984406004735
