x,y,z
94,20,-1.097976435786237
82,37,-1.730995420131463
43,13,-0.1871048367931198
78,42,-3.0511258588041317
50,28,0.5417768258685318
20,74,-1.9574950184298345
71,88,1.8424960135985315
7,9,-1.541711002253313
24,69,-0.010289288100205352
77,28,-1.57615208801097
71,17,-1.362430919246329
29,74,-1.344265553660128
49,59,0.9130033307802469
100,12,-3.50515203813996
5,52,-1.600293275635409
16,82,-0.9371850875140035
16,17,-2.3779143102921725
88,58,1.05302604547955
52,49,0.9459320210249771
63,85,0.5400230181403172
26,13,-0.5124923099842356
19,36,0.7335917908525306
36,79,-1.8184555652951784
57,97,-0.8528258101865345
62,99,-0.40596841061620076
32,30,0.8631911477937787
39,59,-0.22542606811205995
29,90,-1.335326271241228
99,32,-0.4303750717796244
44,6,0.7273081992416703
43,58,0.685641940079238
85,39,-1.8963625267354776
70,54,0.5469938518146303
91,79,0.31308671509299746
72,73,1.8102874391288335
26,14,-1.0748573240785566
74,27,-1.173065012887389
95,81,-1.082694470063703
57,64,2.4960438588984597
91,89,-0.27897955594844287
16,15,-2.055615520476472
43,64,-0.2819818456439361
51,23,1.394359590873683
48,15,-0.8312649160448132
44,62,0.6727539232079961
89,87,-0.22554982645691615
75,44,-3.461096579257312
28,60,-1.8586754512543449
40,15,-0.671211115171146
93,11,-2.8335903290423077
15,63,-2.1672024490150945
88,29,-0.20564145804878492
2,23,0.700337256247601
46,96,-0.17683981540826132
65,3,-1.3922419408439768
88,37,-1.0130320954993277
65,95,0.8290621786226364
41,7,0.24284022878293438
25,80,-1.2691724980147994
21,27,0.13972708215790078
91,12,-2.793965885751349
32,81,-0.883845592029106
65,83,0.8043539330211915
72,27,-1.6431319335028154
31,80,-0.6994609968166751
34,77,-1.5114508252221748
75,52,-1.279952271537121
83,57,-0.39340005604278205
53,54,0.8311481638017644
5,48,-0.5142799444694008
63,37,-1.4795376253146735
52,88,0.27600685067314507
52,80,0.08956452636573087
88,59,0.7184691208697276
82,40,-1.5370042883071562
88,97,0.046875602710826136
16,39,0.26651081334976956
50,30,-0.09961037662329397
94,10,-2.875492464803931
32,38,0.7261830219485501
44,24,-1.6465608789630033
49,69,1.2632563022843093
80,28,-0.7676941438870484
44,97,0.8684378044986729
9,72,-1.3203467114788336
62,83,0.4182531074288992
55,87,0.403609186139841
73,88,0.9464135148710451
74,77,1.0704417903943757
41,10,0.060760280553672774
80,70,-0.015790228936397116
84,91,0.05390965900846867
19,41,0.8846703906382354
74,95,-0.025302140385232402
53,77,-0.9496163737953403
77,71,1.1471062695165277
26,80,-0.9818653839338296
60,29,-0.5554019822708474
87,66,0.7469510506323758
49,26,0.3218946313937407
58,7,-1.730769872337523
83,34,-2.388880255593155
98,71,-0.12580364347165288
19,33,1.2891406785066144
69,37,-0.5412852004709481
77,16,0.030025374356283996
17,5,-1.6079258252804152
12,3,-0.9439084670891527
36,10,-1.1758152638754726
60,92,0.5109945886012774
87,26,0.30629996394668824
42,88,-0.588902617394032
95,68,-0.9638057277115059
26,73,-0.08324165446679718
75,87,0.796053997375049
8,72,-2.2912979488925282
72,38,-2.50481238314792
91,53,0.3616745105842877
17,43,0.9367325787598648
78,44,-3.6649191663358374
47,80,-0.5240094196472391
44,90,-0.12220064945403514
14,73,-1.3252419613697661
1,99,-2.381197829111543
89,52,-0.8046418902718718
44,88,-0.1912992520597111
56,6,-0.7324902935164206
70,64,-0.43240368440609683
40,85,0.4983812889255178
46,21,-1.099283907436279
41,39,-0.6301559772538328
45,93,-1.2221185136049826
8,46,-1.312946533616341
29,41,0.36484645660078463
32,98,-1.9310845514857822
80,100,-1.780049136868595
65,94,0.3696972688968647
26,63,-0.7921504388178551
49,6,0.7098429348938654
56,48,0.0876774233087228
22,92,-0.2117328331268823
56,35,-1.3256141175680103
66,26,-0.8482392668629272
48,67,1.6839110204325503
100,75,0.5301784640944684
81,75,0.8518657551092153
33,49,-0.6578440446703827
27,99,-1.5331241406263942
85,68,0.5969637673036245
82,71,0.8596400192473376
80,82,0.029979286047064346
65,13,-0.8975407800072515
96,76,0.3774635458693862
2,74,1.1616040501724942
85,31,-2.584873030306574
4,33,-0.3076719405378201
67,50,-0.08868780182507452
55,83,0.39833169382598443
15,38,0.5166263264181761
71,100,0.15621913810952137
83,1,0.17262005677422143
88,45,-3.325352469696594
39,95,0.7218792295687221
25,6,0.20445739633517157
100,49,0.3265957201110047
44,86,-0.6989995386368929
18,92,-1.1124809880360431
89,36,0.19729081462213494
7,35,-1.076922308709393
63,46,-0.3282655602343902
22,84,0.042549896787258484
68,34,-2.0294231977954
96,11,-3.612531646627177
87,38,-1.8232771468355449
29,79,-2.2614142979615295
83,59,1.1550638820471955
82,99,-0.9252732748212273
65,17,-1.9886515991020108
11,54,-0.8093190038875605
70,100,0.081209068964894
89,27,0.3191369787752931
59,70,0.1599107250639764
57,19,-0.05081455304343563
14,47,-0.6464141704274579
77,1,0.22596591513789732
64,6,-1.5781192018213241
81,29,-1.218610667983662
78,97,-0.5341742349442925
98,48,-0.3005891352285036
13,16,-0.15502741916314522
53,92,0.3538363272667622
82,7,-0.30136182071918516
6,56,-1.6098553799071396
15,51,-1.9292710788695169
90,76,-0.5429398158793591
24,11,-1.6865984300275019
70,15,-2.652402671901446
42,82,0.3615515298136225
88,40,-1.9649283672366207
85,88,0.33962037927095934
